Latitude,Longitude,Hours ahead,output,timestamp
0,0,48,"{""time"": [""2025-06-05T00:00"", ""2025-06-05T01:00"", ""2025-06-05T02:00"", ""2025-06-05T03:00"", ""2025-06-05T04:00"", ""2025-06-05T05:00"", ""2025-06-05T06:00"", ""2025-06-05T07:00"", ""2025-06-05T08:00"", ""2025-06-05T09:00"", ""2025-06-05T10:00"", ""2025-06-05T11:00"", ""2025-06-05T12:00"", ""2025-06-05T13:00"", ""2025-06-05T14:00"", ""2025-06-05T15:00"", ""2025-06-05T16:00"", ""2025-06-05T17:00"", ""2025-06-05T18:00"", ""2025-06-05T19:00"", ""2025-06-05T20:00"", ""2025-06-05T21:00"", ""2025-06-05T22:00"", ""2025-06-05T23:00"", ""2025-06-06T00:00"", ""2025-06-06T01:00"", ""2025-06-06T02:00"", ""2025-06-06T03:00"", ""2025-06-06T04:00"", ""2025-06-06T05:00"", ""2025-06-06T06:00"", ""2025-06-06T07:00"", ""2025-06-06T08:00"", ""2025-06-06T09:00"", ""2025-06-06T10:00"", ""2025-06-06T11:00"", ""2025-06-06T12:00"", ""2025-06-06T13:00"", ""2025-06-06T14:00"", ""2025-06-06T15:00"", ""2025-06-06T16:00"", ""2025-06-06T17:00"", ""2025-06-06T18:00"", ""2025-06-06T19:00"", ""2025-06-06T20:00"", ""2025-06-06T21:00"", ""2025-06-06T22:00"", ""2025-06-06T23:00""], ""windspeed_10m"": [20.4, 20.5, 19.5, 20.5, 20.6, 19.9, 17.4, 18.2, 18.7, 20, 19.3, 18.4, 21.1, 20.6, 19.7, 17.3, 16.3, 16.6, 16.5, 16.2, 16.2, 16.8, 17.7, 18, 18.4, 18.1, 17.6, 16.9, 16.1, 14.9, 13.4, 14.6, 15.2, 15, 14.2, 13.5, 15.2, 16.2, 16.3, 15.6, 16.3, 16.8, 18, 19, 20, 20.3, 20.6, 19.3], ""winddirection_10m"": [171, 170, 168, 165, 164, 163, 158, 155, 152, 152, 153, 157, 163, 161, 159, 157, 155, 156, 160, 163, 168, 171, 174, 177, 178, 174, 169, 164, 160, 160, 160, 160, 158, 156, 159, 164, 166, 163, 162, 161, 162, 165, 168, 170, 172, 174, 175, 171]}",2025-06-05 22:24:21.584882
